12, the ratio of the amount of public debt the subject of the Russian Federation for the as at January year to follow reporting to the annual total income of the budget of the subject of the Russian Federation for the reporting financial year without accounting the volume of free flow  the ratio of public debt the subject of the Russian Federation to the income the subject of the Russian Federation no Uch the free flow calculated by the following formula I Vgdi Vdi Vbpi Vgdi where the amount of public debt the subject of the Russian Federation in January the year following the accounting which is defined in accordance with the information from the state debt book of the Russian Federation Vdi total income of the budget of the subject of the Russian Federation for the as at January year to follow in the accounting which is defined at the data report on the execution of the consolidated budget of the subject of the Russian Federation on the corresponding date Vbpi the amount of unpaid revenues to the budget of the subject of the Russian Federation in January the year following the accounting which is defined at the data report on the execution of the consolidated budget of the subject of the Russian Federation on the corresponding date field name english description English description format of the subject of the Russian Federation s State of the Russian Federation the Russian Federation the string against the amount of public debt the subject of the Russian Federation for the as at January year to follow reporting to the annual total income of the budget of the subject of the Russian Federation for the reporting financial year without accounting the amount of unpaid the flow ratio of The public debt of the Russian Federation at January to the revenue budget of the Russian Federation without taking into account the level of grant income against the amount of public debt the subject of the Russian Federation for the as at January year to follow reporting to the annual total income of the budget of the subject of the Russian Federation for the reporting financial year without accounting the amount of unpaid admission percent 
13, the state internal debt of the Russian Federation in accordance with article of the budget code of the Russian Federation s internal debt to be an obligation to arise in the currency of the Russian Federation in accordance with part of article of the budget code of the Russian Federation in the amount of state internal debt of the Russian Federation to include the nominal amount of the debt on state securities of the Russian Federation the obligation which is expressed in currency of the Russian Federation the volume of the main debt on which loan to the Russian Federation and the obligation which is expressed in currency of the Russian Federation the volume of the main debt on the budget loan to the Russian Federation the amount of the obligation under the government guarantee expressed in currency of the Russian Federation amount given for the exclusion of specified debt obligation Russian Federation payment in currency of the Russian Federation to include Federal law prior to the enactment of the RF budget code field name english description English description format of the state internal debt of the Russian Federation Domestic government debt of the Russian Federation state internal debt of the Russian Federation in million ruble integer state guarantee of the Russian Federation in currency of the Russian Federation State guarantees of the Russian Federation state guarantee of the Russian Federation in currency of the Russian Federation in million ruble integer date Date date relevance of the information in the format of DD mm YYYY date 
14, information about the amount of the reserve Fund the reserve Fund to lead according to the reporting form to approve the order of the Ministry of Finance of the Russian Federation from may g n about approval of the form of quarterly and annual budget reporting on execution of the Federal budget consolidated budget of the Russian Federation and the budget of the state extra budgetary Fund to submit to the government of the Russian Federation field name english description English description format standardversion http opendata gosmonitor EN standard year year year integer reporting period Reporting period reporting period value value string value string unit of measurement Unit of measurement unit of measurement code string Code code section incision incision string code Feature code symptom code symptom string 
15, information about the volume of Fund of national well being  the volume of Fund of national well being to lead according to the reporting form to approve the order of the Ministry of Finance of the Russian Federation from may g n about approval of the form of quarterly and annual budget reporting on execution of the Federal budget consolidated budget of the Russian Federation and the budget of the state extra budgetary Fund to submit to the government of the Russian Federation field name english description English description format year year year integer reporting period Reporting period reporting period value value string value string unit of measurement Unit of measurement unit of measurement code string Code code section incision incision string code Feature code symptom code symptom string 
16, plan a routine check of the self regulatory organization auditor  the Ministry of Finance of the Russian Federation contain information about the planned test of the self regulatory organization auditor to carry out the Ministry of Finance of the Russian Federation in current year p p Number p p integer the name of the self regulating organization of auditor activity which is subject to verification Name of Entity whose activities are subject to review  the name of self regulating organization of auditor activity which is subject to verification string the identification number of the taxpayer was Taxpayer Identification Number TIN is an identification number  the taxpayer was an integer registration number of record about the introduction of self regulatory organization auditor in the state register of self regulatory organization auditor Registration number of the entry of entry of information about the self regulating organization of auditors in the state register of self regulating organizations of auditors registration number of record about the introduction of self regulatory organization auditor in the state register of self regulatory auditor organization string the purpose of conducting inspection The purpose of the audit the purpose of conducting verification string date initiated check Date of commencement of the audit the date of the beginning of the test string the period of conducting test working day The duration of The planned working days inspection period to conduct a test work day string form conducting test documentary field documentary field and Form of examination documentary documentary exit and exit form the conduct of verification documentary documentary and field field string 
17, information about the result check self regulatory organization auditor to carry out the Ministry of Finance of the Russian Federation information contain data on the self regulatory organization auditor against which to carry out verification of the Ministry of Finance of the Russian Federation field name english description English description format p p Number number item list of the string name of the legal entity Name of Entity name of legal entity phone string the legal entity Phone legal entity phone legal entity string E mail legal entity E mail a legal entity email of the legal person string the identification number of the taxpayer was Taxpayer Identification Number TIN is an identification number  the taxpayer was string the subject of the inspection Object inspection object validation string  validation routine Type of inspection unplanned planned unplanned kind check for planned unplanned string base conducting inspection Based on our audit basis of conducting test string term test Term test term test string to identify the violation of Violations found to determine the violation of the string to take the measure of The measures taken to adopt the measure string the number of the person to bring to responsibility The number of persons prosecuted number of person to bring to responsibility string the amount to impose a fine Amount of fines imposed amount to impose a fine string 
18, the activities of the organization to engage in auditing activity information include statistical data on the activities of the organization to engage in auditing activities to create consistency with the Federal plan of statistical work to approve the disposal of the government of the Russian Federation from may  g R field name english description English description format of the indicator measurement unit Indicator unit indicator unit of measurement string the number of employee s as of December of the reporting year employees The number of employees at December all of the year people  the number of employee s as of December of the reporting year man an integer amount of a service during the reporting period  thousand ruble The volume of all services during the reporting period thousand virtually any volume service during the reporting period  thousand ruble string volume service audit during the reporting period  thousand ruble The volume of AUDIO services during the reporting period thousand virtually any volume of service audit during the reporting period  thousand ruble string number to issue audit report statutory audit during the reporting year unit of The number of issued audit reports statutory audit only for the reporting year the unit number to issue audit report statutory audit during the reporting year  the unit string number to issue audit report statutory audit with the expression unmodified opinion for the year unit The number of issued audit reports statutory audit with the expression of unmodified opinion in the reporting year the unit number to issue audit report statutory audit with the expression unmodified opinion for the year unit number string to issue audit report statutory audit with the expression of opinion clause in the reporting year  unit of The number of issued statutory audit reports with Qualified audit Opinion for the reporting year the unit number to issue audit report statutory audit with the expression of opinion clause in the reporting year  the unit string number to issue audit report statutory audit with the expression of a negative opinion for the year unit The number of issued audit reports statutory audit with the expression of negative opinions for the reporting year the unit number to issue audit report statutory audit with the expression of a negative opinion for the year unit number string to issue audit report statutory audit with the rejection of the expression of the opinion of for the year unit The number of issued audit reports statutory audit with a disclaimer of opinion for the financial year the unit number to issue audit report statutory audit with the refusal of expression of opinion in the reporting year  the unit string of the reporting year Reporting year reporting year date 
19, information on state control supervision over the activities of self regulatory organization auditor to carry out the Ministry of Finance of the Russian Federation information include statistical data on the state control supervision over the activities of self regulatory organization auditor to carry out the Ministry of Finance of the Russian Federation to form in accordance with the Federal plan of statistical work to approve the disposal of the government of the Russian Federation from may  g R field name english description English description format p p Number number item list of the string name indicator Indicator name value string unit of measurement Unit of measurement unit of measurement string the value of indicator Value of Indicator value of indicator integer period Period period string 
20, information about the activities of self regulatory organization auditor information include statistical data on activities of self regulatory organization auditor to form into conformity with the Federal plan of statistical work to approve the disposal of the government of the Russian Federation from may  g R field name english description English description format p p Number number item list of the string name indicator Indicator name value string unit of measurement Unit of measurement unit of measurement string the value of indicator Value of Indicator value of indicator  integer pleasing year Reporting year with those lovely year integer 
21, information about the vacant position of state civil service information about vacant position the civil service  the Ministry of Finance of the Russian Federation field name english description English description format the name of the authority Executive authority executive authority Name of organ of Executive power is hold a competition string the name of the position Job title position at which to declare a vacancy in the frame of competition string the total requirement for the applicant to applicant General requirements General requirement the applicant is required for compliance with the requirement string job requirement education requirements the Education requirement education required for compliance with the requirement of the job string the requirement of professional experience  Seniority reuquirements requirement professional experience required for the compliance with the requirement of the job string the requirement for professional knowledge and skills requirements Experience requirement professional knowledge and skill necessary for compliance with the requirement of vacancy string mode Schedule mode for the vacant post string main condition Main conditions the main condition is that the labour for the vacant position of string the size of payment work Payments size of payment of work for the vacant position of string a basic state social guarantee Main social guarantees basic state social guarantee to provide for the vacant post string restriction and obligation Restrictions and liabilities limitation and the obligation to apply the vacant position string the order of holding the competition Rules of the competition time  venue and stage holding a competition string the list of required document Required Documents list the necessary document for participation in the contest string E mail contact person E mail of the contact person E mail the contact person from the unit conducting the contest string 
22, the state register of self regulatory organization auditor of a non profit organization which is included to the state register of self regulatory organization auditor field name english description English description format registration number of record about the application of information in the registry Registration number of records including information in the registry registration number of record about the application of information in the registry string date inclusion in the register of self regulatory organization auditor Date roster information about the self regulatory organization of auditors date of inclusion in the register of self regulatory auditor organization string the full name of the self regulatory organization auditor The full name of the self regulatory organization of auditors full name of the self regulatory organization auditor string to shorten the name of the self regulatory organization auditor Abbreviated name of the self regulatory organization of auditors to shorten the name of the self regulatory organization auditor of string the mailing address of the location of the Executive body of the self regulatory organization auditor Mailing address location of the executive body of the self regulatory organization of auditors postal address of the location of the Executive body of the self regulatory organization auditor of string the mailing address of the location of the Executive body of the self regulatory organization auditor code kladr Mailing address location of the executive body of the self regulatory organization of auditors KLADR mailing address the location of the Executive body of the self regulatory organization auditor code kladr integer coordinate of latitude coordinates latitude coordinate of the latitude string longitude coordinate coordinates longitude coordinate the longitude string E mail E mail e mail string address official site in a network the Internet Official site in the Internet address of the official website in the Internet string phone number Fax number Phone number FAX number phone number Fax number string 
23, the balance of the receipt and consumption of natural diamond for manufacturing diamond tool product technical function and brilliant information about the balance of receipt and consumption of natural diamond for manufacturing diamond tool product technical function and a diamond field name english description English description format the name of the Federal district and the Russian Federation Name of federal districts and subjects of the Russian Federation the name of the Federal district and the Russian Federation to string balance at the beginning of the reporting year  carat Balance at the beginning of reporting year carats balance at beginning of the reporting year the CT string to act in the reporting year  carat Received in the reporting year carats to act in the reporting year  carat string to be spent for the manufacture of diamond for TSS pleasing year carat Expenditure for the production of carat diamonds to spend to manufacture a diamond for TSS pleasing year CT string to be spent for manufacturing of diamond tools and product technical assignment for the year carat Expenditure for the manufacture of diamond tools and technical products carats to spend for the manufacturer of diamond tool and the product is the technical designation for the year carat string implemented during the reporting year  Implemented for carat carats to implement a reporting year for the reporting year carat string 
24, the balance of the receipt and consumption of the diamond tool powder and paste information about the balance of receipt and consumption of the diamond tool powder and paste field name english description English description format of the subject of the Russian Federation The Subjects Of The Russian Federation the Russian Federation the string the rest of CT at the beginning of the reporting year  The residue carat at the beginning of reporting year balance of CT at the beginning of the reporting year integer to do the CT in the reporting year  carat Received in the reporting year to do the CT in the reporting year integer to spend carats in the reporting year  carat is Spent in the reporting year to spend carats in the reporting year integer the reporting year Reporting year reporting year integer 
25, the balance of the receipt and consumption of the precious metal and the product of what they learn about the balance of receipt and consumption of the precious metal and the product of the field they name english description English description format of the subject of the Russian Federation The Subjects Of The Russian Federation the Russian Federation the string balance at the beginning of the reporting year  the gold Balance at the beginning of reporting year gold balance at the beginning of the reporting year  gold integer balance at beginning of the reporting year silver Balance at the beginning of the reporting year silver balance at the beginning of the reporting year  silver integer balance at beginning of the reporting year platinum Balance at the beginning of reporting year platinum balance the beginning of the reporting year platinum integer balance at beginning of the reporting year palladium Balance at the beginning of reporting year palladium balance at beginning of the reporting year palladium integer balance at beginning of the reporting year rhodium Balance at the beginning of the reporting year the rhodium residue at the beginning of the reporting year  rhodium integer balance at beginning of the reporting year  the ruthenium Balance at the beginning of reporting year ruthenium balance at beginning of the reporting year  the ruthenium integer balance at beginning of the reporting year iridium Balance at the beginning of reporting year iridium balance at beginning of the reporting year iridium integer balance at beginning of the reporting year osmium Balance at the beginning of osmium reporting year balance at the beginning of the reporting year osmium integer to deal with the beginning of the reporting year the gold Received since the beginning of the reporting year gold to go with the beginning of the reporting year gold integer to deal with the beginning of the reporting year silver Received since the beginning of the reporting year silver to deal with the beginning of the reporting year silver integer to deal with the beginning of the reporting year  platinum Received since the beginning of the reporting year platinum to do with the beginning of the reporting year platinum integer to deal with the beginning of the reporting year  the palladium Received since the beginning of the reporting year palladium to do with the beginning of the reporting year palladium integer to deal with the beginning of the reporting year rhodium Received since the beginning of the reporting year with rhodium to do with the beginning of the reporting year rhodium integer to deal with the beginning of the reporting year  the ruthenium Received since the beginning of the reporting year ruthenium to deal with the beginning of the reporting year  the ruthenium integer to deal with the beginning of the reporting year iridium Received since the beginning of the reporting year iridium to do with the beginning of the reporting year iridium integer to deal with the beginning of the reporting year osmium Received since the beginning of the reporting year osmium to do with the beginning of the reporting year osmium integer to spend with the beginning of the reporting year  the gold Spent since the beginning of the reporting year gold to spend from the beginning of the reporting year gold integer to spend with the beginning of the reporting year silver Spent since the beginning of the reporting year  the silver spend from the beginning of the reporting year silver integer to spend with the beginning of the reporting year platinum Spent since the beginning of the reporting year platinum to spend with the beginning of the reporting year platinum integer to spend with the beginning of the reporting year palladium Spent since the beginning of the reporting year palladium to spend with the beginning of the reporting year palladium integer to spend with the beginning of the reporting year rhodium Spent since the beginning of the reporting year with rhodium to spend with the beginning of the reporting year rhodium integer to spend with the beginning of the reporting year  the ruthenium Spent since the beginning of the reporting year to spend with ruthenium beginning the same year  the ruthenium integer to spend with the beginning of the reporting year  iridium Spent since the beginning of the reporting year iridium to spend with the beginning of the reporting year iridium integer to spend with the beginning of the reporting year osmium Spent since the beginning of the reporting year osmium to spend with the beginning of the reporting year osmium integer reporting year Reporting year reporting year integer 
26, the rest of the receipt and delivery of precious metal in the scrap and waste for further processing and refining of information about the balance of receipt and delivery of precious metal in the scrap and waste for further processing and refining field name english description English description format of the subject of the Russian Federation The Subjects Of The Russian Federation the Russian Federation the string balance at the beginning of the reporting year  the gold Balance at the beginning of reporting year gold balance at the beginning of the reporting year  gold integer balance at beginning of the reporting year silver Balance at the beginning of the reporting year silver balance at the beginning of the reporting year  silver integer balance at beginning of the reporting year platinum Balance at the beginning of reporting year platinum balance at the beginning of the reporting year platinum integer balance at beginning of the reporting year  the metal of the platinum group Balance at the beginning of reporting year platinum group metals balance at beginning of the reporting year  the metal of the platinum group integer to go to scrap since the beginning of the reporting year  gold Entered the scrap and waste since the beginning of the reporting year gold to go in the scrap and waste from the beginning of the reporting year gold integer to enroll in the scrap and waste from the beginning of the reporting year silver Entered the scrap and waste since the beginning of the reporting year silver to do scrap and waste from the beginning of the reporting year silver integer to enroll in the scrap and waste from the beginning of the reporting year platinum Entered the scrap and waste since the beginning of the reporting year to go platinum in scrap and waste with the beginning of the reporting year platinum integer to enroll in the scrap and waste from the beginning of the reporting year  the platinum metal group Entered the scrap and waste since the beginning of the reporting year the platinum group metals go to scrap since the beginning of the reporting year  the metal is a platinum group integer to pass to subsequent processing and refining of gold Passed for further processing and refining gold pass for later processing and refining of gold integer to pass to subsequent processing and refining of silver Passed for further processing and refining silver to pass for further processing and refining of silver integer to pass to subsequent processing and refining of platinum Passed for further processing and refining platinum pass for further processing and refining of platinum integer to pass to subsequent processing and refining of the platinum metal group Passed for further processing and refining of metals of the platinum group to pass for further processing and refining of the platinum metal group integer the reporting year Reporting year reporting year integer 
27, the balance of the receipt and consumption of the precious metal to the implementation of the tolling order to learn about the balance of receipt and consumption of the precious metal to the implementation of the tolling order field name english description English description format of the subject of the Russian Federation The Subjects Of The Russian Federation the Russian Federation the string balance at the beginning of the reporting year  the gold Balance at the beginning of reporting year gold balance at the beginning of the reporting year  gold integer balance at beginning of the reporting year silver Balance at the beginning of the reporting year silver balance at the beginning of the reporting year  silver integer balance at beginning of the reporting year platinum Balance at the beginning of reporting year platinum balance at beginning of the reporting year platinum integer balance at beginning of the reporting year palladium Balance at the beginning of reporting year palladium balance at beginning of the reporting year palladium integer balance at beginning of the reporting year rhodium Balance at the beginning of the reporting year the rhodium residue at the beginning of the reporting year  rhodium integer balance at beginning of the reporting year  the ruthenium Balance at the beginning of reporting year ruthenium balance at beginning of the reporting year  the ruthenium integer balance at beginning of the reporting year iridium Balance at the beginning of reporting year iridium balance at beginning of the reporting year iridium integer balance at beginning of reporting year Balance at the osmium beginning of reporting year osmium balance at beginning of the reporting year osmium integer to act in the reporting year  gold Entered in the reporting year gold to go in the reporting year  gold integer to act in the reporting year silver Entered in the reporting year silver to act in the reporting year silver integer to act in the reporting year  platinum Entered in the reporting year to go platinum in the reporting year platinum integer to act in the reporting year  palladium Entered in the reporting year the palladium to act in the reporting year  palladium integer to act in the reporting year  rhodium is Entered in the reporting year with rhodium to act in the reporting year  rhodium integer to act in the reporting year  the ruthenium Entered in reporting year ruthenium to act in the reporting year  the ruthenium integer to act in the reporting year  iridium Entered in the reporting year iridium to act in the reporting year  iridium integer to enroll in the same year Entered the osmium in osmium reporting year to enroll in the reporting year osmium integer to process and ship all gold Processed and shipped all the gold to process and ship all the gold integer to process and to ship the total silver Processed and shipped all silver to process and ship all silver integer to process and ship all platinum Processed and shipped all platinum to process and ship all platinum integer to process and ship all palladium Processed and shipped all palladium to process and to ship the entire palladium integer to process and ship all rhodium Processed and shipped all rhodium to process and ship all rhodium integer to process and ship all ruthenium Processed and shipped all ruthenium to process and ship all ruthenium integer to process and ship all iridium Processed and shipped all iridium to process and ship all iridium integer to process and ship all osmium Processed and shipped all osmium to process and ship all osmium integer to process and ship the precious metal account withdrawal trade gavalec gold Processed and shipped precious metals at the expense of production wastes of gold processors to process and ship the precious metal account waste production gavalec gold integer to process and ship the precious metal account withdrawal trade gavalec silver Processed and shipped precious metals at the expense of production wastes of silver processors to process and ship the precious metal account withdrawal trade gavalec silver integer to process and ship the precious metal account withdrawal trade the platinum gavalec Processed and shipped precious metals at the expense of production wastes of processors platinum to process and ship the precious metal account withdrawal trade the platinum gavalec integer to process and ship the precious metal account withdrawal trade gavalec palladium Processed and shipped precious metals at the expense of production wastes of palladium processors to process and ship the precious metal account withdrawal trade gavalec palladium integer to process and ship the precious metal account withdrawal trade gavalec rhodium Processed and shipped precious metals at the expense of production wastes of rhodium processors to process and ship the precious metal account withdrawal trade gavalec rhodium integer to process and ship the precious metal account withdrawal trade gavalec ruthenium Processed and shipped precious metals at the expense of production wastes of ruthenium processors to process and ship the precious metal account withdrawal trade gavalec ruthenium integer to process and ship the precious metal account withdrawal trade gavalec iridium Processed and shipped precious metals at the expense of production wastes of iridium processors to process and ship the precious metal account withdrawal trade gavalec iridium integer to process and ship the precious metal account withdrawal trade gavalec osmium Processed and shipped precious metals at the expense of production wastes of osmium processors to process and ship the precious metal account withdrawal trade gavalec osmium integer reporting year Reporting year reporting year integer 
28, the balance of the receipt and consumption of the precious metal contained in the device hardware and other product information about the balance of receipt and consumption of the precious metal contained in the device hardware and the other product field name english description English description format of the subject of the Russian Federation The Subjects Of The Russian Federation the Russian Federation the string the rest of the precious metal at the beginning of the reporting year  gold  The remains of the precious metals at the beginning of reporting year balance of gold the precious metal at the beginning of the reporting year  gold integer the rest of the precious metal at the beginning of the reporting year silver The remains of the precious metals at the beginning of reporting year the remainder of the silver precious metal at the beginning of the reporting year  silver is an integer remainder of the precious metal at the beginning of the reporting year platinum The remains of the precious metals at the beginning of reporting year balance platinum precious metal at the beginning of the reporting year  platinum is an integer remainder of the precious metal at the beginning of the reporting year MPG The remains of the precious metals at the beginning of reporting year balance of PGM precious metal at the beginning of the reporting year IPY integer to receive the precious metals in the reporting year  gold Did precious metals in the reporting year gold to go precious metal in the reporting year  gold integer to receive the precious metals in the reporting year silver Did precious metals in the reporting year to do the silver precious metal in the reporting year silver integer to receive the precious metals in the reporting year Did platinum precious metals in the reporting year to go platinum precious metals in the reporting year platinum integer to receive the precious metals in the reporting year IPY Did precious metals in the reporting year PGM to enter the precious metals in the reporting year IPY integer write off the scrap and wastes of Discarded gold waste and scrap gold to write off the scrap gold integer to write off the scrap and wastes of Discarded silver waste and scrap silver to write off the scrap silver integer to write off the scrap platinum Discarded waste and scrap of platinum to write off the scrap platinum is an integer to be written off in scrap and waste MPG Discarded waste and scrap PGM to write off the scrap and wastes of IPY integer to be used to implement manufacturing to donate the precious metal gold Spent on production sold donated to precious metals gold to spend on production to realize to donate the precious metal gold integer to be used to implement manufacturing to donate the precious metal silver Spent on production sold donated to precious metals of silver to spend on the production of to realize to donate the precious metal silver is an integer to be used to implement manufacturing to donate the precious metal platinum Spent on production sold donated to precious metals platinum to spend on the production of to realize to donate the precious metal platinum is an integer to be used to implement manufacturing to donate the precious metal IPY Spent on production sold donated to precious metals PGM to be used to implement manufacturing to donate the precious metal PGM integer the loss of the precious metal in the operation and other loss gold Loss of precious metals when operating and other loss gold loss of the precious metal in the operation and other loss gold integer the loss of the precious metal in the operation and other loss silver Loss of precious metals when operating and other loss loss silver precious metal in the operation and other loss silver integer the loss of the precious metal in the operation and other loss Loss platinum of precious metals when operating and other loss  the loss of platinum precious metal in the operation and other loss platinum integer the loss of the precious metal in the operation and other loss of MPG Loss of precious metals when operating and other loss PGM loss of the precious metal in the operation and other loss IPY integer reporting year Reporting year reporting year integer 
29, the flow of scrap and waste and the production of they affilirovany precious metal information about the flow of scrap and wastes of precious metals and production of them to officeroute precious metal field name english description English description format The name of The reporting entity name report organization name report organization string The gold contained in scrap and waste gold contained in scrap and wastes of gold contained in scrap and waste string affilirovannomu Gold form gold in Affinia bath look gold in Affinia bathing a string of The silver contained in scrap and waste silver contained in scrap and wastes of silver to be contained in the scrap and waste string Silver affilirovannomu form silver refined in the form of refined silver in the form of a string of Platinum contained in scrap and waste platinum contained in scrap and wastes of platinum contained in scrap and waste string affilirovannomu form Platinum in platinum in refined kind refined platinum in the form of a string of Platinum group metals contained in scrap and waste metal from the platinum group are contained in the scrap and waste metal from the platinum group are contained in the scrap and waste string The platinum group metals contained in scrap and waste metal from the platinum group are contained in the scrap and waste metal from the platinum group are contained in the scrap and waste string The platinum group metals in affilirovannomu form metal from the platinum group in the form of refined metal from the platinum group  refined the form of a string 
30, the state external debt of the Russian Federation in accordance with article of the budget code of the Russian Federation s foreign debt to be an obligation arise in a foreign currency in accordance with part of article of the budget code of the Russian Federation in the amount of state external debt of the Russian Federation to include the nominal amount of the debt on state securities of the Russian Federation the obligation which is expressed in foreign currency the volume of the main debt on which loan to the Russian Federation and the obligation which is expressed in foreign currency in the number of target foreign loan borrowing to attract under the state guarantee of the Russian Federation the amount of the obligation under the state guarantee of the Russian Federation denominated in foreign currency field name english description russian description format category debt Category debt category debt string mln USD mln USD mln USD mln string equivalent Euro equivalent equivalent mln euro mln Euro string 
